Producto;ProdNombre;Division;Estilo ID;Categoria;Grupo;Marca;UltFecha_EC;SaldoUND_EC;UltFecha_DS;SaldoUND_DS
425817;CREMA CORPORAL NUTRIDERM 531ML PIEL SENSIBLE;CUIDADO PERSONAL;19723;HIGIENE PERSONAL;CREMA CORPORAL;NUTRIDERM;46096;99;;0
427603;CREMA CORPORAL SBOOK 200ML LAVANDA;CUIDADO PERSONAL;7019B;HIGIENE P/BEBE;CREMAS PARA BEBE;SBOOK;46109;-6;;0
C042333;BLUSA MAMA SIZE M/C ALGODÓN ;ROPA;BL MM-001;MAMA SIZE;BLUSA MAMA SIZE M/C ALGODON;SKANDALO;45302;1;;0
C052979;HILO P/DAMA LASER;INTERIOR DETALLE;49261-P220072;DI DAMA;HILO P/DAMA LASER;YIWU LYFHON;45889;444;;0
C065492;ZAPATILLAS P/DAMA DEPORTIVAS ;CALZADO;535-0012;CALZADO P/DAMA;ZAPATILLAS P/DAMA DEPORTIVAS;GLOWSTAR ;45409;1;;0
C068312;JEANS MAMA SIZE SKINNY;ROPA;JBB-MM-003;MAMA SIZE;JEANS MAMA SIZE 9/10-19/20 SKINNY;BOOM BOOM;45627;54;;0
C092929;SET CAJA CHONGOS P/REGALO  ;CELEBRACIONES;21251-422-2;PIÑATERIA;CHONGOS P/REGALO;YIWU LYFHON;45528;2;45593;2
C134726;DIADEMA P/DAMA PLASTICA;ACCESORIOS;3795-1106-9;ACCESORIOS DE CABELLO;DIADEMA P/DAMA;YIWU LYFHON;45724;1;;0
C140741;JEANS P/NIÑA INF SKINNY;ROPA;SK/W-JNS-INF05;INFANTIL NIÑA;JEANS P/NIÑA INF SKINNY;SKANDALO;45893;25;;0
C145361;ADAPTADOR D/CORRIENTE 5EN1;TECNOLOGIA;CA24152;ACCESORIOS DE TECNOLOGIA;ADAPTADOR P/CABLE D/CELULAR;MINAYA;45740;177;;0
C146924;VESTIDO P/DAMA D/T FORMAL CORTO EMBOMBADO;ROPA;KJZ-8494;DAMA;VESTIDO P/DAMA FORMAL CORTO D/T;MILK&HONEY ;45745;6;;0
C147238;JEANS MAMA SIZE SKINNY;ROPA;DSF/JD-JNS-MM07;MAMA SIZE;JEANS MAMA SIZE 9/10-19/20 SKINNY;DESAFIO;45957;333;;0
C151243;PACK TALONERAS P/HOMBRE 3PZS;INTERIOR DETALLE;TO-12995-M;DI CABALLERO;PACK TALONERAS P/HOM;TONY;45783;328;;0
C091097;PINZA P/ESPINILLAS ;BELLEZA;26673-419-51;ACCESORIOS DE MAQUILLAJE;PINZAS P/ESPINILLAS-PUNTOS NEGROS;YIWU LYFHON;45526;126;;0
C092682;SET GACHOS P/NIÑA MARIPOSA;ACCESORIOS;3512-419-5;ACCESORIOS DE CABELLO;SET GANCHOS P/NIÑA MARIPOSA;YIWU LYFHON;45528;66;;0
C109714;VESTIDO P/DAMA D/NOCHE CORTO M-3/4;ROPA;DN-1058;DAMA;VESTIDO P/DAMA D/NOCHE CORTO;COQUETTE;45597;0;;0
C121020;MOCHILA P/NIÑO T-12 DRAGON BALL;ESCOLAR;TXA-DB-P2362;MOCHILAS ESCOLARES;MOCHILA P/NIÑO 11/12;DRAGON BALL;45667;12;46030;19
C144110;ZAPATOS P/NIÑO PRE-JUV CASUAL;CALZADO;43344-322-6B;CALZADO PRE-JUV P/NIÑO;ZAPATOS P/NIÑO PRE-JUV CASUAL;ST.THIAGO;45924;108;;0
C145194;SET BROCHAS P/MAQUILLAJE 5PZS;BELLEZA;27143-318-176;ACCESORIOS DE MAQUILLAJE;SET DE BROCHAS;REVEL SECRET;45899;384;;0
C146312;ZAPATILLAS P/DAMA BAILARINAS ;CALZADO;42889-317-11A;CALZADO P/DAMA;ZAPATILLAS P/DAMA BAILARINA;MIA COLLECTION;45892;12;46138;0
C107875;SET LAPIZ GRAFITO 12UND;ESCOLAR;22265-423-40;UTILES ESCOLARES;SET LAPIZ GRAFITO;YIWU LYFHON;45591;1;;0
C123090;MONEDERO P/DAMA PEQUEÑO;ACCESORIOS;11293-XH856;ACCESORIOS PERSONALES;MONEDERO P/DAMA T-M;YIWU LYFHON;45684;1;;0
C125973;SALIDA D/BAÑO P/NIÑA JUV VESTIDO ;VERANO;BI-673R;ROPA VERANO;SALIDAS D/BAÑO P/NIÑA JUVENIL;NEW BERRY ;45694;1;;0
C136013;BLUSA P/DAMA M/C ALGODÓN;ROPA;GY/W-BLSMC-DM03;DAMA;BLUSA P/DAMA M/C ALGODON;GAYLA;45874;6;;0
C140735;JEANS P/DAMA;ROPA;SK/W-JNS-DM04;DAMA;JEANS P/DAMA 0-7/8 SKINNY;SKANDALO;45893;2;;0
C141752;CAMISA P/HOMBRE M/L BLANCA;ROPA;MCC/W-CAM-HM01;CABALLERO;CAMISA P/HOMBRE M/L BLANCA ;MEUCCI ;45968;632;;0
C182230;BRASSIER P/DAMA COPA B;INTERIOR DETALLE;49121-LF25073;DI DAMA;BRASSIER P/DAMA COPA B;YIWU LYFHON;45938;49;46118;1
C170635;BOXER P/HOMBRE P/CORTA ALGODÓN;INTERIOR DETALLE;48802-3220;DI CABALLERO;BOXER P/HOMBRE P/CORTA ALGODON;YIWU LYFHON;45876;768;;0
C174374;PACK TOBIMEDIAS P/DAMA 3PZS;INTERIOR DETALLE;32913-323-43;DI DAMA;PACK TOBIMEDIAS P/DAMA;YIWU LYFHON;45888;4;;0
C174398;PACK TOBIMEDIAS P/HOMBRE 3PZS;INTERIOR DETALLE;32913-323-76;DI CABALLERO;PACK TOBIMEDIAS P/HOM;YIWU LYFHON;45888;332;;0
C176662;ZAPATILLAS P/NIÑO INF DEP.ALTAS ;CALZADO;44267-315-10A;CALZADO INFANTIL P/NIÑO;ZAPATILLAS P/NIÑO INF ALTAS;YIWU LYFHON;45894;90;;0
C176929;VENTILADOR PORTATIL RECARGABLE;HOGAR;FA35-XZ002;LINEA BLANCA;VENTILADOR PORTATIL;LATAM;45896;96;;0
C178606;LLAVERO P/CARTERA;ACCESORIOS;101155A-316-17;ACCESORIOS PERSONALES;LLAVEROS P/CARTERAS;YIWU LYFHON;45903;396;;0
C178915;CAMISETA P/HOMBRE C/R M/C;ROPA;D60-25004;CABALLERO;CAMISETA P/HOM C/R M/C;MINAYA;45904;1;;0
C179408;BUSO P/HOMBRE DEPORTIVO;DEPORTIVA;JJ25003;DEPORTIVO P/HOMBRE;BUSO P/HOMBRE MODA;MINAYA;45904;474;;0
C179927;SET NAVAJA P/CEJAS;BELLEZA;317-158-26918;ACCESORIOS DE MAQUILLAJE;NAVAJA P/AFEITAR CEJAS;YIWU LYFHON;45909;684;;0
C180566;CAMISETA P/DAMA T/POLO M/C;ROPA;3314-XW25008;DAMA;CAMISETA P/DAMA T/POLO;LATAM ;45912;1;;0
C063116;DELINEADOR LIQUIDO;BELLEZA;OBE011-2;MAQUILLAJE;DELINEADOR P/OJOS;ONLY BEAUTY;45397;15;;0
C101872;CARRO CONTROL REMOTO G ;JUGUETERIA;DY1888-39A;JUGUETE P/NIÑO D/GONDOLA;CARRO CONTROL REMOTO D/GONDOLA;YIWU LYFHON;45572;1;;0
C105809;FAJA P/NIÑO INF;ACCESORIOS;45345-624-2;ACCESORIOS PERSONALES;FAJA P/NIÑO INF;ST. THIAGO;46084;781;;0
C112995;ZAPATILLAS P/DAMA BAILARINAS;CALZADO;GQ25072;CALZADO P/DAMA;ZAPATILLAS P/DAMA BAILARINA;BOOM BOOM;45875;78;46041;2
C124723;PANTALETA P/DAMA LASER;INTERIOR DETALLE;02964;DI DAMA;PANTALETA P/DAMA LASER;GIOCONDA;45689;1;;0
C125746;CAMISETA P/DAMA M/C OVERSIZE;ROPA;BG-24L260;DAMA;CAMISETA P/DAMA OVERSIZE;LEMON COLA;45694;1;;0
C126240;MONEDERO P/DAMA;ACCESORIOS;11293-1008-4;ACCESORIOS PERSONALES;MONEDERO P/DAMA T-L;YIWU LYFHON;45696;3;;0
C127254;BLUSA P/DAMA M/C D/VESTIR ;ROPA;A-33222;DAMA;BLUSA P/DAMA M/C D/VESTIR;AMORE MIO;45702;0;;0
C129197;SET CUCHARA+TENEDOR P/BEBE 2PZS;BEBE;BBX-135;ACCESORIOS P/BEBE;SET CUCHARA-TENEDOR P/BEBE;BEBESITOS ;45710;3;;0
C123749;SOMBRERO P/HOMBRE CHIHUACALDO;ACCESORIOS;SOM-HOM-CHIH-03;ACCESORIOS PERSONALES;SOMBRERO P/HOMBRE VAQUERO MEX;;45821;2;;0
C130570;SET CUCHARAS P/BEBE;BEBE;35613-1104-29;ACCESORIOS P/BEBE;CUCHARA P/BEBE ;YIWU LYFHON;45711;30;;0
C132186;LENTES D/SOL P/DAMA MODA;ACCESORIOS;23066-2100;ACCESORIOS DE BELLEZA;LENTES P/DAMA;YIWU LYFHON;45718;1;;0
C161610;BOXER P/HOMBRE P/LARGA ALGODÓN;INTERIOR DETALLE;47922-NK1007;DI CABALLERO;BOXER P/HOMBRE P/LARGA ALGODON;SPORT;45850;108;;0
C165267;BOLSA D/REGALO CUMPLEAÑOS T-M;CELEBRACIONES;10732B-321-78 M;EMPAQUES DE REGALO;BOLSA DE REGALO CUMPLEAÑOS T-M;YIWU LYFHON;45855;-12;;0
C172432;RELOJ P/DAMA METALICO;ACCESORIOS;18370-370-10;ACCESORIOS PERSONALES;RELOJ P/DAMA;MIA COLLECTION;45880;5;;0
C174079;BURROS P/NIÑO PRE-INF;CALZADO;A-2/HF040;CALZADO PRE-INF NIÑO;BURROS P/NIÑO PRE-INF;LATAM;45876;24;;0
C166283;JEANS P/DAMA CARGO SKINNY NEGRO;ROPA;YW/CHR-JNS-DM05;DAMA;JEANS P/DAMA CARGO  0-7/8;CHEROY;45882;6;46141;4
C115138;FALDA P/NIÑA JUV JEANS CARGO ;ROPA;FJCR-93CHR-JV3;JUVENIL NIÑA;FALDA P/NIÑA JUV CARGO JEANS;CHEROY ;45757;5;46086;1
C166917;BLUSH LIQUIDO;BELLEZA;SAC103;MAQUILLAJE;BLUSH;;45862;-11;;0
C168393;SET MUÑECOS PLASTICOS STITSH G;JUGUETERIA;Y8008B;JUGUETE P/NIÑO;MUÑECOS PLASTICOS;SPARKLE TOYS;45871;1;;0
C183672;ESTRELLA NAVIDEÑA;CELEBRACIONES;6524-322-75;NAVIDAD;ESTRELLA P/ARBOL NAVIDEÑO;YIWU LYFHON;45946;78;45986;10
C169926;UÑAS POSTIZAS P/NIÑA;BELLEZA;4576-310-17;ACCESORIOS P/MANOS Y PIES;UÑAS POSTIZAS NIÑA;YIWU LYFHON;45876;24;;0
C175070;BIKIN P/DAMA MICROFIBRA;INTERIOR DETALLE;49261-030;DI DAMA;BIKIN P/DAMA MICROFIBRA;YIWU LYFHON;45889;609;;0
C140738;JEANS MAMA SIZE SKINNY;ROPA;SK/W-JNS-MM05;MAMA SIZE;JEANS MAMA SIZE 9/10-19/20 SKINNY;SKANDALO;46014;230;;0
C155105;PACK CALCETINES RECIEN NACIDA NIÑA (6 PZ);INTERIOR DETALLE;15664-28851ÑA;INTERIOR RECIEN NACIDA NIÑA;PACK CALCETINES RECIEN NACIDA NIÑA;YIWU LYFHON;;84;;0
C113659;SHORTS P/DAMA JEANS NEGRO C/PINZAS ;ROPA;SRP-BSGY-DM01;DAMA;SHORTS P/DAMA JEANS NEGRO;GAYLA;45754;6;;0
C119253;SPLASH CORPORAL REVEL SECRET 250ML ;CUIDADO PERSONAL;RS01-4;HIGIENE PERSONAL;SPLASH REVEL SECRET;REVEL SECRET;45640;2;45826;1
C130482;DESTAPADOR F/CERVEZA;HOGAR;7113-1110-3;COCINA;SACACORCHO;YIWU LYFHON;45710;1;;0
C131114;BOXER P/HOMBRE P/L MICROFIBRA;INTERIOR DETALLE;42-07;DI CABALLERO;BOXER P/HOMBRE P/LARGA MICROFIBRA;PLATINI;46130;1296;;0
C131525;CEPILLO DENTAL P/ADULTO;CUIDADO PERSONAL;34906-1106-6;HIGIENE PERSONAL;CEPILLO P/ADULTO;YIWU LYFHON;45938;6;;0
C140477;PANTUNFLAS P/NIÑO INF;CALZADO;44204-1109-7A;CALZADO INFANTIL P/NIÑO;PANTUNFLAS P/NIÑO INF;YIWU LYFHON;45737;1;;0
C147237;JEANS P/NIÑA INF SKINNY;ROPA;DSF/JD-JNS-INF06;INFANTIL NIÑA;JEANS P/NIÑA INF SKINNY;DESAFIO;45924;102;;0
C156473;FAJA TALLADORA P/DAMA BLUMER;INTERIOR DETALLE;49261-620 YLF;DI DAMA;FAJA TALLADORA P/DAMA BLUMER;AOSI ROSE;45831;6;;0
C157651;SOMBRERO P/DAMA VAQUERO;ACCESORIOS;38960-320-5;ACCESORIOS PERSONALES;SOMBRERO P/DAMA VAQUERO;YIWU LYFHON;45834;56;;0
C140671;JEANS MAMA SIZE RECTO;ROPA;JNSRCT-GY/W-MM02;MAMA SIZE;JEANS MAMA SIZE STRAIGHT;GAYLA;45888;386;46086;5
C143954;SANDALIAS P/HOMBRE;CALZADO;44124-315-9;CALZADO P/HOMBRE;SANDALIAS P/HOM;VICCENZO;45888;55;;0
C144407;CONJUNTO P/BEBE NIÑA CASUAL BLUSA+SHORTS TELA;ROPA;LT/CNJ-BB-03;ROPA P/BEBE NIÑA;CONJUNTO P/BEBE NIÑA SHORTS TELA;CAMILLE;45950;1;;0
C148898;TIJERA P/CEJAS;BELLEZA;26673-1220-7;ACCESORIOS DE MAQUILLAJE;TIJERAS P/CEJAS;YIWU LYFHON;45758;177;;0
C148972;FALDA P/DAMA JEANS LARGA;ROPA;SK-BS-FLD-DM01;DAMA;FALDA P/DAMA JEANS LARGA;SKANDALO;45868;8;;0
C124293;VESTIDO P/DAMA M/C FORMAL LARGO;ROPA;CRL-6463;DAMA;VESTIDO P/DAMA FORMAL M/C LARGO;CAFE SIETE;45689;1;;0
C129531;SET SOMBRERO+BOLSO PLAYERO P/NIÑA;VERANO;38498-1104-13;ACCESORIOS DE VERANO;SET SOMBRERO+BOLSO P/NIÑA PLAYA;YIWU LYFHON;45710;3;;0
C131881;JEANS P/HOMBRE SLIM;ROPA;RM-1689;CABALLERO;JEANS P/HOM SLIM FIT 30-40;EXIT;46064;6;;0
C136219;JEANS P/BEBE NIÑO CARPINTERO;ROPA;SKW-JNSCP-BB01;ROPA P/BEBE NIÑO;JEANS P/BEBE NIÑO CARGO;SKANDALO;46012;7;;0
C140746;JEANS MAMA SIZE SKINNY;ROPA;SK/W-JNS-MM07;MAMA SIZE;JEANS MAMA SIZE 9/10-19/20 SKINNY;SKANDALO;46014;98;;0
C142607;BLUSA P/DAMA M/C ALGODÓN;ROPA;BLS-DM-773;DAMA;BLUSA P/DAMA M/C ALGODON;GAYLA;45895;1;;0
C147596;SET RESALTADORES 8PZS ;ESCOLAR;22077-171;UTILES ESCOLARES;SET D/RESALTADORES ;NEX SCHOOL;46046;1440;;0
C129513;PLATO SECO D/VIDRIO #9;HOGAR;34295-1111-25;COCINA;PLATO SECO D/VIDRIO #9;YIWU LYFHON;45710;12;;0
C132846;LAMPARA P/DORMITORIO;HOGAR;86445;DORMITORIO;LAMPARA P/DORMITORIO;S/M;45862;22;;0
C134945;TOALLA D/BAÑO;HOGAR;35395-1105-3;BAÑO;TOALLA DE BAÑO;YIWU LYFHON;45724;8;;0
C137433;PANTALON P/NIÑA JUV AZUL ESCOLAR 10-16 1 BOTON;ESCOLAR;PANT-STB/W-JUV02;UNIFORMES;PANTALON P/NIÑA JUV ESCOLAR NEGRO;STUDIO B;45939;75;;0
C138415;JEANS P/HOMBRE CARPINTERO;ROPA;JNSCP-SK/W-HOM05;CABALLERO;JEANS P/HOMBRE CARPINTERO;SKANDALO;45856;44;;0
C140793;JEANS P/DAMA CARGO RECTO;ROPA;SK/W-JNSCRG-DM05;DAMA;JEANS P/DAMA CARGO RECTO   3-13;SKANDALO;46014;72;;0
C151139;TERMO P/AGUA CALIENTE 0.45L;HOGAR;1690-CH;COCINA;THERMO P/AGUA CALIENTE 0.45L;LOTUS HOME COLLECTION;46122;240;;0
C162399;POPSOCKET;TECNOLOGIA;HS005/MP004#;ACCESORIOS DE TECNOLOGIA;POPSOCKET;MINAYA;45848;353;;0
C162582;BOXER P/HOMBRE P/C ALGODÓN;INTERIOR DETALLE;47922-SH054;DI CABALLERO;BOXER P/HOMBRE P/CORTA ALGODON;MEN;45850;1791;;0
C163155;CALCETINES P/BEBE NIÑO;INTERIOR DETALLE;30174-323-3;INTERIOR P/BEBE NIÑO;CALCETINES P/BEBE NIÑO;YIWU LYFHON;45853;288;;0
C157576;SHORTS P/HOMBRE PLAYERO;ROPA;48394-317-3;CABALLERO;SHORTS P/HOM PLAYERO S-XL;YIWU LYFHON;45834;8;;0
C160400;DIADEMA P/NIÑA;ACCESORIOS;3405-311-4;ACCESORIOS DE CABELLO;DIADEMA P/NIÑA;YIWU LYFHON;45848;504;;0
C162223;SHORTS P/HOMBRE TELA;ROPA;XW-710/XW-002;CABALLERO;SHORTS P/HOMBRE TELA 28-34;MINAYA;45847;54;;0
C162581;BOXER P/HOMBRE P/C ALGODÓN;INTERIOR DETALLE;47922-SH047;DI CABALLERO;BOXER P/HOMBRE P/CORTA ALGODON;UOMO;45850;1020;;0
C146550;FAJA TALLADORA P/DAMA BLUMER;INTERIOR DETALLE;BS062;DI DAMA;FAJA TALLADORA P/DAMA BLUMER;SEXY LINGERIE;45745;6;;0
C184720;LAPICERA P/NIÑA(O);ESCOLAR;21546-316-27;UTILES ESCOLARES;LAPICEROS P/NIÑA;YIWU LYFHON;45951;3;46086;1
C147183;JEANS P/DAMA RECTO;ROPA;DSF/JD-JNSRCT-DM07;DAMA;JEANS P/DAMA WIDE LEG 0-7/8;DESAFIO;45957;459;;0
C149522;LIMA P/UÑAS;BELLEZA;26918-48-11;ACCESORIOS P/MANOS Y PIES;LIMA P/UÑAS;MIA COLLECTION;45937;342;;0
C152237;BOXER P/HOMBRE P/C MICROFIBRA ;INTERIOR DETALLE;RMBC-1052;DI CABALLERO;BOXER P/HOMBRE P/CORTA MICROFIBRA;RONNY;45786;12;;0
C154660;SET COLA+GANCHO P/DAMA;ACCESORIOS;3110-1216-7;ACCESORIOS DE CABELLO;SET COLAS P/DAMA;YIWU LYFHON;45817;1;;0
C154896;JEANS P/DAMA CAMPANA;ROPA;JNS/BS-WLEG-DM6;DAMA;JEANS P/DAMA WIDE LEG 0-7/8;GAYLA;45985;397;;0
C155903;BIKIN P/DAMA LASER;INTERIOR DETALLE;49261-DG53665;DI DAMA;BIKIN P/DAMA LASER;MEDIA LUNA;45829;12;;0
C151740;BOXER P/HOMBRE P/CORTA MICROFIBRA ;INTERIOR DETALLE;MS-2006;DI CABALLERO;BOXER P/HOMBRE P/CORTA MICROFIBRA;LEOPOLDO;45783;48;;0
C153049;SET LOCION P/HOMBRE MAGNATE 100ML+12ML BLACK;CUIDADO PERSONAL;917893;HIGIENE PERSONAL;ESTUCHE DE LOCIONES P/HOMBRE;MAGNATE;46123;102;;0
C156707;BOXER P/HOMBRE P/CORTA MICROFIBRA;INTERIOR DETALLE;G1-D24-WH2047;DI CABALLERO;BOXER P/HOMBRE P/CORTA MICROFIBRA;TEXAS BASIC;45832;1;;0
C159302;BLUMER MAMA SIZE LASER;INTERIOR DETALLE;49261-P2753;DI MAMA SIZE;BLUMER MAMA SIZE LASER;AOSI ROSE;45847;1140;;0
C165273;BOLSA D/REGALO UNISEX T-S;CELEBRACIONES;10732B-321-8 S;EMPAQUES DE REGALO;BOLSA DE REGALO UNISEX T-S;YIWU LYFHON;45855;852;;0
C121889;JEANS MAMA SIZE CARGO RECTO ;ROPA;JNCR-93CHR-MM4;MAMA SIZE;JEANS MAMA SIZE CARGO RECTO NEGRO;CHEROY;45834;78;;0
C122298;BOXER P/NIÑO JUV P/CORTA ALGODON;INTERIOR DETALLE;K3-SD0133-325;DI JUVENIL NIÑO;BOXER P/NIÑO JUV P/CORTA ALGODON;ELEGANT;45682;12;;0
C127361;BOXER P/HOMBRE P/CORTA ALGODÓN ;INTERIOR DETALLE;49185-DF3234#;DI CABALLERO;BOXER P/HOMBRE P/CORTA ALGODON;UOKIN;45901;2076;;0
C134053;DESODORANTE BARRA REXONA HM 40G SPORT DEFENSE;CUIDADO PERSONAL;8153876;HIGIENE PERSONAL;DESODORANTE P/HOMBRE;REXONA;45723;2;;0
C136537;BOXER P/NIÑA INF MICROFIBRA ;INTERIOR DETALLE;E1-C24-KL1020;DI INFANTIL NIÑA;BOXER P/NIÑA INF MICROFIBRA;DIFFER;45955;13;;0
C149612;TACOS P/HOMBRE BOTA BAJA;DEPORTIVA;TT-156AB;DEPORTIVO P/HOMBRE;TACOS P/HOMBRE BOTA 37-42;FUROR;46005;19;;0
C152067;PLATO SECO VIDRIO 10;HOGAR;NS402777;COCINA;PLATO SECO D/VIDRIO #10;S/M;45786;35;;0
C153712;POLVOS SUELTOS;BELLEZA;UF023;MAQUILLAJE;POLVOS TRASLUCIDO;USHAS ;45801;6;;0
C157535;SET DIADEMA+ACCESORIOS P/NIÑA;ACCESORIOS;3703B-311-1;ACCESORIOS DE CABELLO;SET DIADEMA+ACCESORIOS P/NIÑA;YIWU LYFHON;45834;312;;0
C158637;POLVOS COMPACTO;BELLEZA;BB249;MAQUILLAJE;POLVOS COMPACTO;BELENDA BEAUTY;45838;132;;0
C160675;ORGANIZADOR P/BAÑO ;HOGAR;NS402850;BAÑO;ORGANIZADOR DE BAÑO;;46056;144;;0
C162726;BLUSH 2 TONOS;BELLEZA;RC6893;MAQUILLAJE;BLUSH;ROMANTIC COLOR;45850;406;;0
C137689;SANDALIAS P/HOMBRE;CALZADO;AL25004;CALZADO P/HOMBRE;SANDALIAS P/HOM;VICCENZO;45957;44;46141;4
C140684;JEANS P/NIÑA JUV RECTO;ROPA;JNSRCT-GY/W-JUV08;JUVENIL NIÑA;JEANS P/NIÑA JUV NEGRO;GAYLA;45888;367;;0
C143858;ZAPATILLAS P/NIÑO INF DEP ALTAS;CALZADO;43764-3231-8;CALZADO INFANTIL P/NIÑO;ZAPATILLAS P/NIÑO INF ALTAS;ST.THIAGO;45905;552;;0
C064857;BLUSA P/DAMA M/C ALGODÓN;ROPA;GYL-BLA-DM-43;DAMA;BLUSA P/DAMA M/C ALGODON;GAYLA;45639;1;;0
C069583;CORRECTOR D/OJERAS;BELLEZA;GZ8060134;MAQUILLAJE;CORRECTOR DE OJERAS;MIUNDO;45435;10;;0
C087895;CAMISETA P/NIÑO INF C/R M/C;ROPA;6097-MNY;INFANTIL NIÑO;CAMISETA P/NIÑO INF C/R M/C;MINAYA;45513;1;;0
C095051;SPRAY CAPILAR RAKO 250ML BLACK RICE;CUIDADO PERSONAL;RK1092;HIGIENE PERSONAL;SPRAY P/CABELLO;RAKO;45530;14;45544;4
C110221;ALICATE;BELLEZA;26918-1201;ACCESORIOS P/MANOS Y PIES;ALICATE;YIWU LYFHON;45597;72;;0
C112605;CONJUNTO P/DAMA VESTIR BLUSA+FALDA CORTA;ROPA;CNJ-DM261-05/2;DAMA;CONJUNTO P/DAMA D/VESTIR FALDA TELA;MIA COLLECTION;45841;66;;0
C122111;PAR GANCHO P/DAMA MARIPOSA METALICO PEQUEÑO;ACCESORIOS;3403-522-44;ACCESORIOS DE CABELLO;SET GANCHOS P/DAMA MARIPOSA;MIA COLLECTION;45682;1;;0
C137103;JEANS P/DAMA SKINNY ;ROPA;GYJ-JNS-DM19;DAMA;JEANS P/DAMA 3/4-15/16 SKINNY;GAYLA;45924;7;;0
C141072;JEANS P/NIÑA INF CARGO RECTO NEGRO;ROPA;JNSCRG-BB/W-INF02;INFANTIL NIÑA;JEANS P/NIÑA INF CARGO RECTO NEGRO;BOOM BOOM;45893;6;;0
C147549;SET BOLIGRAFOS D/COLORES 6PZS;ESCOLAR;22077-124;UTILES ESCOLARES;SET DE BOLIGRAFOS MARCA PROPIA;NEX SCHOOL;45974;37;46086;7
C136011;BLUSA P/DAMA M/C ALGODON ;ROPA;GY/W-BLSMC-DM08;DAMA;BLUSA P/DAMA M/C ALGODON;GAYLA;45874;1;;0
C139004;CAMISETA P/HOMBRE C/R M/C;ROPA;CLM/LT-CAMC/R-H01;CABALLERO;CAMISETA P/HOM C/R M/C;CLEMENT;45994;1;;0
C140490;FAJA P/DAMA;ACCESORIOS;45345-1111-18;ACCESORIOS PERSONALES;FAJA P/DAMA;YIWU LYFHON;45737;1;;0
C140666;JEANS MAMA SIZE RECTO;ROPA;JNSRCT-GY/W-MM01;MAMA SIZE;JEANS MAMA SIZE STRAIGHT;GAYLA;45888;277;;0
C143334;JEANS P/DAMA CAMPANA;ROPA;JY/LT-JNSCP-DM-08;DAMA;JEANS P/DAMA CAMPANA 0-9;JOY JEANS;45953;1;;0
C147584;SET BOLIGRAFOS NEGROS 2PZS;ESCOLAR;22077-159;UTILES ESCOLARES;SET DE BOLIGRAFOS MARCA PROPIA;NEX SCHOOL;45974;134;46086;40
C144361;VESTIDO P/NIÑA JUV S/M FORMAL ;ROPA;LT/VST-JUV-12;JUVENIL NIÑA;VESTIDO P/NIÑA JUV FORMAL;CAMILLE;45895;1;;0
C144855;TENIS P/NIÑO INF;CALZADO;CA24262/I;CALZADO INFANTIL P/NIÑO;TENIS P/NIÑO INF DEPORTIVO;MINAYA;45740;1;46098;3
C149048;MOCHILA P/NIÑO T-18 BARCELONA;ESCOLAR;10930-0402-12;MOCHILAS ESCOLARES;MOCHILA D/EQUIPOS;BARCELONA;45989;8;46086;15
C155027;BLUSA P/DAMA M/C ALGODÓN;ROPA;BLS/LT-DM24;DAMA;BLUSA P/DAMA M/C ALGODON;GAYLA;45957;1;;0
C158698;BLUMER P/DAMA MICROFIBRA;INTERIOR DETALLE;49261-DG-8347;DI DAMA;BLUMER P/DAMA MICROFIBRA;AOSI ROSE;46113;405;;0
C148246;CARTERA P/DAMA T-L;ACCESORIOS;DS2410;ACCESORIOS PERSONALES;CARTERA P/DAMA T-L;CIPRIANA ;45756;3;;0
C116979;GORRA P/NIÑA INF;ACCESORIOS;38812-813-10;ACCESORIOS PERSONALES;GORRAS P/NIÑA INF;YIWU LYFHON;45627;2;;0
C117282;JEANS P/NIÑA JUV SKINNY C/FAJA;ROPA;JNSK-VV-002;JUVENIL NIÑA;JEANS P/NIÑA JUV C/FAJA SKINNY;STUDIO B;45875;122;;0
C128004;TOALLAS HUMEDAS FACIALES T/LATA ;CUIDADO PERSONAL;26851-1107-21;HIGIENE PERSONAL;TOALLAS HUMEDAS T/LLAVERO;YIWU LYFHON;45704;1;;0
C137675;ZAPATOS P/HOMBRE CASUAL SEÑORIAL;CALZADO;JLD25006;CALZADO P/HOMBRE;ZAPATOS P/HOMBRE CASUAL SEÑORIAL;VICCENZO;45869;24;;0
C140604;ZAPATILLAS P/NIÑO PRE-JUV DEP BAJAS;CALZADO;TT25026-02;CALZADO PRE-JUV P/NIÑO;ZAPATILLAS P/NIÑO PRE-JUV BAJAS ;VICCENZO;45892;18;;0
C142460;BLUSA MAMA SIZE M/C ALGODÓN;ROPA;BLS-DM-629;MAMA SIZE;BLUSA MAMA SIZE M/C ALGODON;GAYLA;45994;19;;0
C143948;ZAPATOS P/HOM CASUAL SEÑORIAL;CALZADO;44124-315-1;CALZADO P/HOMBRE;ZAPATOS P/HOMBRE CASUAL SEÑORIAL;VICCENZO;45888;76;46141;1
C145267;SET TIJERA+CEPILLO P/CEJAS;BELLEZA;27143-318-47;ACCESORIOS DE MAQUILLAJE;TIJERAS P/CEJAS;REVEL SECRET;45901;1152;;0
C147366;SANDALIAS P/DAMA TACON CORRIDO;CALZADO;MLD028;CALZADO P/DAMA;SANDALIAS P/DAMA TACON CORRIDO;MIA`S CALIFORNIA ;45909;7;;0
